ProductId,Outlet,CorrectOpeningQuantity,CorrectSoldQuantity,CorrectDeliveryQuantity,IncorrectProductIds
28769,PH NISA,7.0,5.0,0.0,13601
28381,PH NISA,1.0,1.0,0.0,26404
28887,PH NISA,6.0,15.0,0.0,1209
22354,PH NISA,0.0,6.0,0.0,20717
28948,PH NISA,13.0,12.0,0.0,6101
28925,PH NISA,4.0,43.0,0.0,27316
28909,PH NISA,68.0,89.0,0.0,25777
28289,PH NISA,136.0,126.0,0.0,1420
28289,PH NISA,136.0,126.0,0.0,1420
30241,PH NISA,0.0,179.0,0.0,5874
29037,PH NISA,14.0,23.0,0.0,16395
29467,PH NISA,4.0,4.0,0.0,9958
29469,PH NISA,7.0,4.0,0.0,235
29470,PH NISA,29.0,10.0,0.0,17685
29472,PH NISA,10.0,2.0,0.0,23643
29474,PH NISA,5.0,5.0,0.0,27320
29476,PH NISA,8.0,3.0,0.0,22451
29478,PH NISA,10.0,4.0,0.0,11169
29479,PH NISA,10.0,11.0,0.0,3251
29480,PH NISA,10.0,6.0,0.0,761
29451,PH NISA,2.0,13.0,0.0,15834
29464,PH NISA,9.0,13.0,0.0,16941
31781,PH NISA,6.0,31.0,0.0,12065
28325,PH NISA,1.0,8.0,0.0,14538
28329,PH NISA,43.0,94.0,0.0,26583
28947,PH NISA,12.0,22.0,0.0,15775
28791,PH NISA,9.0,24.0,0.0,15210
28816,PH NISA,19.0,48.0,0.0,4259
28919,PH NISA,1.0,44.0,0.0,5173
28800,PH NISA,1.0,22.0,0.0,27629
28365,PH NISA,12.0,24.0,0.0,12458
29013,PH NISA,70.0,41.0,0.0,5301
29014,PH NISA,27.0,10.0,0.0,16690
29012,PH NISA,241.0,60.0,0.0,19136
30229,PH NISA,0.0,173.0,0.0,16828
29070,PH NISA,9.0,5.0,0.0,940
28799,PH NISA,14.0,59.0,0.0,19163
28924,PH NISA,73.0,22.0,0.0,3833
29073,PH NISA,1.0,14.0,0.0,24995
28954,PH NISA,2.0,45.0,0.0,11706
28362,PH NISA,4.0,12.0,0.0,11786
28836,PH NISA,31.0,46.0,0.0,13153
28802,PH NISA,7.0,19.0,0.0,13801
28322,PH NISA,85.0,53.0,0.0,17690
28352,PH NISA,22.0,46.0,0.0,10483
28920,PH NISA,16.0,14.0,0.0,21186
28952,PH NISA,1.0,1.0,0.0,1517
28937,PH NISA,28.0,62.0,0.0,12173
29071,PH NISA,8.0,4.0,0.0,1510
29044,PH NISA,2.0,1.0,0.0,23183
29097,PH NISA,14.0,67.0,0.0,14091
29032,PH NISA,16.0,9.0,0.0,20376
29033,PH NISA,66.0,46.0,0.0,17725
29035,PH NISA,7.0,2.0,0.0,15559
29019,PH NISA,8.0,5.0,0.0,20162
29018,PH NISA,10.0,13.0,0.0,4286
29017,PH NISA,14.0,6.0,0.0,1941
29016,PH NISA,8.0,2.0,0.0,5285
29020,PH NISA,13.0,12.0,0.0,22294
28355,PH NISA,16.0,49.0,0.0,16996
28941,PH NISA,19.0,13.0,0.0,18167
28945,PH NISA,68.0,20.0,0.0,26273
28784,PH NISA,13.0,8.0,0.0,8462
28815,PH NISA,39.0,43.0,0.0,9410
28938,PH NISA,77.0,60.0,0.0,10915
28318,PH NISA,30.0,56.0,0.0,14988
28372,PH NISA,8.0,29.0,0.0,924
28849,PH NISA,34.0,41.0,0.0,1570
28939,PH NISA,97.0,129.0,0.0,646
28361,PH NISA,10.0,5.0,0.0,12766
28960,PH NISA,28.0,188.0,0.0,1098
28787,PH NISA,19.0,44.0,0.0,18776
28918,PH NISA,46.0,59.0,0.0,27530
28943,PH NISA,6.0,14.0,0.0,7631
28350,PH NISA,44.0,21.0,0.0,3749
29098,PH NISA,29.0,3.0,0.0,22881
28881,PH NISA,47.0,19.0,0.0,16592
28310,PH NISA,30.0,66.0,0.0,17012
29532,PH NISA,10.0,3.0,0.0,9806
29483,PH NISA,10.0,10.0,0.0,14957
29506,PH NISA,6.0,4.0,0.0,16201
29508,PH NISA,4.0,3.0,0.0,4579
29530,PH NISA,10.0,10.0,0.0,17370
29512,PH NISA,2.0,1.0,0.0,14483
28890,PH NISA,5.0,9.0,0.0,8529
28944,PH NISA,51.0,55.0,0.0,7924
28933,PH NISA,4.0,24.0,0.0,14775
31113,PH NISA,0.0,60.0,0.0,29982
31109,PH NISA,0.0,63.0,0.0,29982
31110,PH NISA,0.0,63.0,0.0,29982
31111,PH NISA,0.0,63.0,0.0,29982
31112,PH NISA,0.0,62.0,0.0,29982
31115,PH NISA,0.0,17.0,0.0,29983
28820,PH NISA,6.0,16.0,0.0,12719
20535,PH NISA,0.0,92.0,0.0,9894
28911,PH NISA,24.0,13.0,0.0,19308
28327,PH NISA,62.0,45.0,0.0,14169
28312,PH NISA,13.0,68.0,0.0,17565
28946,PH NISA,9.0,9.0,0.0,11356
28940,PH NISA,60.0,53.0,0.0,11572
28311,PH NISA,32.0,1.0,0.0,15446
28927,PH NISA,81.0,74.0,0.0,16296
28286,PH NISA,1.0,47.0,0.0,13876
28950,PH NISA,20.0,38.0,0.0,11591
28776,PH NISA,12.0,14.0,0.0,14434
29100,PH NISA,52.0,9.0,0.0,84
29100,PH NISA,52.0,9.0,0.0,84
28378,PH NISA,24.0,20.0,0.0,5414
28824,PH NISA,8.0,18.0,0.0,7661
28903,PH NISA,92.0,216.0,0.0,15484
28832,PH NISA,44.0,42.0,0.0,27450
28813,PH NISA,38.0,44.0,0.0,17524
28293,PH NISA,331.0,391.0,0.0,9538
28957,PH NISA,6.0,14.0,0.0,18442
28804,PH NISA,173.0,23.0,0.0,15469
28838,PH NISA,1.0,2.0,0.0,21575
28915,PH NISA,6.0,225.0,0.0,25346
28902,PH NISA,23.0,50.0,0.0,23654
28852,PH NISA,12.0,59.0,0.0,24188
28795,PH NISA,66.0,84.0,0.0,8113
28897,PH NISA,23.0,13.0,0.0,17309
28951,PH NISA,37.0,68.0,0.0,24767
28314,PH NISA,104.0,38.0,0.0,18343
28812,PH NISA,10.0,51.0,0.0,6250
28319,PH NISA,40.0,79.0,0.0,6650
28321,PH NISA,21.0,61.0,0.0,27966
28766,PH NISA,85.0,73.0,0.0,26921
29093,PH NISA,53.0,15.0,0.0,22480
28883,PH NISA,45.0,69.0,0.0,3493
29094,PH NISA,38.0,24.0,0.0,19484
28916,PH NISA,59.0,39.0,0.0,4059
28343,PH NISA,14.0,3.0,0.0,13823
29095,PH NISA,11.0,27.0,0.0,5839
29049,PH NISA,164.0,184.0,0.0,400
29096,PH NISA,46.0,66.0,0.0,12087
28955,PH NISA,3.0,79.0,0.0,21996
28917,PH NISA,6.0,41.0,0.0,22339
28360,PH NISA,2.0,18.0,0.0,4295
28942,PH NISA,7.0,50.0,0.0,10672
28807,PH NISA,36.0,26.0,0.0,12145
28949,PH NISA,4.0,14.0,0.0,13971
28363,PH NISA,64.0,140.0,0.0,5550
28831,PH NISA,95.0,220.0,0.0,18631
28780,PH NISA,158.0,686.0,0.0,12095
28364,PH NISA,34.0,31.0,0.0,20244
30236,PH NISA,0.0,232.0,0.0,17918
28921,PH NISA,23.0,71.0,0.0,4883
31933,PH NISA,203.0,29.0,0.0,29750
28953,PH NISA,4.0,25.0,0.0,27817
28770,PH NISA,4.0,3.0,0.0,2019
28803,PH NISA,14.0,1.0,0.0,5409
28853,PH NISA,20.0,14.0,0.0,10225
28412,PH NISA,20.0,14.0,0.0,16648
28416,PH NISA,38.0,5.0,0.0,10380
29135,PH NISA,15.0,13.0,0.0,21030
29124,PH NISA,20.0,4.0,0.0,7299
28801,PH NISA,20.0,19.0,0.0,13017
29122,PH NISA,20.0,18.0,0.0,20935
29120,PH NISA,20.0,21.0,0.0,12923
28408,PH NISA,20.0,26.0,0.0,19532
28930,PH NISA,110.0,98.0,0.0,20624
28401,PH NISA,37.0,17.0,0.0,14602
28790,PH NISA,18.0,19.0,0.0,2820
29131,PH NISA,20.0,19.0,0.0,16444
28879,PH NISA,152.0,87.0,0.0,24601
29119,PH NISA,20.0,27.0,0.0,3921
29126,PH NISA,68.0,9.0,0.0,6223
29138,PH NISA,12.0,7.0,0.0,14182
28794,PH NISA,20.0,32.0,0.0,10940
28875,PH NISA,148.0,97.0,0.0,13322
29121,PH NISA,18.0,15.0,0.0,3465
28936,PH NISA,67.0,23.0,0.0,26394
29118,PH NISA,3.0,24.0,0.0,18800
29134,PH NISA,12.0,14.0,0.0,24142
28488,PH NISA,45.0,53.0,0.0,12934
28489,PH NISA,26.0,40.0,0.0,4040
29099,PH NISA,28.0,54.0,0.0,3041
29103,PH NISA,33.0,56.0,0.0,8152
29102,PH NISA,58.0,61.0,0.0,11650
28854,PH NISA,44.0,95.0,0.0,12124
28388,PH NISA,36.0,55.0,0.0,25900
28390,PH NISA,31.0,55.0,0.0,17928
29101,PH NISA,14.0,24.0,0.0,11067
28484,PH NISA,30.0,57.0,0.0,17431
28485,PH NISA,23.0,64.0,0.0,23038
28486,PH NISA,55.0,40.0,0.0,1476
28430,PH NISA,20.0,61.0,0.0,21784
30256,PH NISA,119.0,1.0,0.0,24571
29612,PH NISA,21.0,59.0,0.0,24591
29614,PH NISA,3.0,3.0,0.0,25283
29611,PH NISA,257.0,376.0,0.0,5704
16419,PH NISA,15.0,11.0,0.0,955
28475,PH NISA,30.0,21.0,0.0,27481
29162,PH NISA,17.0,17.0,0.0,5149
28558,PH NISA,4.0,3.0,0.0,27452
29163,PH NISA,15.0,12.0,0.0,7587
28569,PH NISA,87.0,56.0,0.0,26540
28551,PH NISA,11.0,8.0,0.0,18686
28306,PH NISA,3.0,2.0,0.0,24101
28359,PH NISA,7.0,5.0,0.0,19442
28300,PH NISA,4.0,10.0,0.0,9868
28354,PH NISA,2.0,4.0,0.0,3231
28185,PH NISA,4.0,1.0,0.0,10168
28144,PH NISA,7.0,2.0,0.0,25156
28383,PH NISA,4.0,3.0,0.0,19578
28309,PH NISA,3.0,5.0,0.0,20597
28683,PH NISA,5.0,6.0,0.0,6656
28315,PH NISA,3.0,3.0,0.0,17914
28366,PH NISA,6.0,1.0,0.0,17758
28158,PH NISA,2.0,1.0,0.0,19921
28346,PH NISA,4.0,2.0,0.0,6704
28159,PH NISA,1.0,1.0,0.0,10825
28175,PH NISA,1.0,2.0,0.0,951
28313,PH NISA,4.0,3.0,0.0,15071
28682,PH NISA,2.0,1.0,0.0,3349
28295,PH NISA,5.0,5.0,0.0,9577
28669,PH NISA,2.0,1.0,0.0,14956
28301,PH NISA,8.0,7.0,0.0,10315
28684,PH NISA,2.0,5.0,0.0,17850
28671,PH NISA,3.0,1.0,0.0,3403
28344,PH NISA,2.0,1.0,0.0,3484
28353,PH NISA,3.0,1.0,0.0,3450
28358,PH NISA,5.0,2.0,0.0,23356
28278,PH NISA,4.0,4.0,0.0,18863
28279,PH NISA,2.0,3.0,0.0,11989
28302,PH NISA,5.0,6.0,0.0,1371
28666,PH NISA,3.0,1.0,0.0,10097
28296,PH NISA,2.0,2.0,0.0,746
28186,PH NISA,2.0,2.0,0.0,7066
28351,PH NISA,4.0,2.0,0.0,13362
28760,PH NISA,26.0,23.0,0.0,9191
28765,PH NISA,22.0,21.0,0.0,24705
28845,PH NISA,2.0,1.0,0.0,12510
28870,PH NISA,7.0,8.0,0.0,5112
28655,PH NISA,6.0,3.0,0.0,21688
28654,PH NISA,7.0,4.0,0.0,15718
28653,PH NISA,7.0,1.0,0.0,18048
28333,PH NISA,6.0,7.0,0.0,10692
28651,PH NISA,6.0,3.0,0.0,27431
29259,PH NISA,6.0,3.0,0.0,20630
28658,PH NISA,1.0,2.0,0.0,21555
28330,PH NISA,11.0,1.0,0.0,24486
28402,PH NISA,5.0,4.0,0.0,19351
28339,PH NISA,8.0,1.0,0.0,18436
28409,PH NISA,6.0,1.0,0.0,13862
28335,PH NISA,9.0,3.0,0.0,5063
28331,PH NISA,8.0,2.0,0.0,8406
28332,PH NISA,6.0,4.0,0.0,2081
28413,PH NISA,4.0,2.0,0.0,7360
28650,PH NISA,7.0,4.0,0.0,15144
30649,PH NISA,0.0,61.0,0.0,8955
28235,PH NISA,3.0,10.0,0.0,20821
28260,PH NISA,4.0,13.0,0.0,21957
28217,PH NISA,6.0,11.0,0.0,7218
28233,PH NISA,1.0,13.0,0.0,10394
28232,PH NISA,4.0,6.0,0.0,22164
28273,PH NISA,1.0,1.0,0.0,6060
28271,PH NISA,2.0,3.0,0.0,26813
28204,PH NISA,1.0,7.0,0.0,17752
28231,PH NISA,6.0,8.0,0.0,13749
28274,PH NISA,2.0,3.0,0.0,12625
28239,PH NISA,5.0,5.0,0.0,12220
28196,PH NISA,5.0,6.0,0.0,9746
28215,PH NISA,2.0,3.0,0.0,4636
28224,PH NISA,2.0,1.0,0.0,7833
28218,PH NISA,1.0,6.0,0.0,1022
28250,PH NISA,2.0,8.0,0.0,420
28200,PH NISA,2.0,7.0,0.0,13829
28238,PH NISA,4.0,4.0,0.0,6889
28240,PH NISA,3.0,2.0,0.0,7534
28427,PH NISA,5.0,15.0,0.0,16112
28228,PH NISA,1.0,6.0,0.0,24357
28263,PH NISA,2.0,3.0,0.0,22151
28237,PH NISA,4.0,2.0,0.0,27192
28222,PH NISA,2.0,3.0,0.0,23467
28266,PH NISA,6.0,1.0,0.0,25437
28249,PH NISA,3.0,13.0,0.0,670
28253,PH NISA,3.0,9.0,0.0,21777
28257,PH NISA,5.0,6.0,0.0,6920
28213,PH NISA,3.0,10.0,0.0,2579
28236,PH NISA,6.0,7.0,0.0,2553
28226,PH NISA,12.0,4.0,0.0,19849
28220,PH NISA,5.0,16.0,0.0,2473
28198,PH NISA,2.0,5.0,0.0,45
28225,PH NISA,1.0,6.0,0.0,21197
28242,PH NISA,1.0,4.0,0.0,9600
28375,PH NISA,1.0,1.0,0.0,26403
28219,PH NISA,3.0,11.0,0.0,15974
28188,PH NISA,2.0,8.0,0.0,14038
28261,PH NISA,3.0,2.0,0.0,19545
28256,PH NISA,5.0,3.0,0.0,9791
28221,PH NISA,3.0,7.0,0.0,6735
28193,PH NISA,2.0,6.0,0.0,22071
28216,PH NISA,6.0,7.0,0.0,383
28227,PH NISA,4.0,14.0,0.0,22358
28229,PH NISA,6.0,5.0,0.0,20538
28272,PH NISA,3.0,1.0,0.0,19958
28503,PH NISA,8.0,11.0,0.0,22342
28470,PH NISA,11.0,17.0,0.0,13626
28905,PH NISA,9.0,6.0,0.0,23367
28492,PH NISA,4.0,4.0,0.0,19070
28562,PH NISA,5.0,5.0,0.0,2960
28843,PH NISA,4.0,4.0,0.0,20260
28906,PH NISA,3.0,2.0,0.0,14593
28901,PH NISA,8.0,4.0,0.0,53
28900,PH NISA,6.0,6.0,0.0,10527
28499,PH NISA,14.0,13.0,0.0,7554
28894,PH NISA,10.0,10.0,0.0,23657
28490,PH NISA,20.0,18.0,0.0,404
28872,PH NISA,4.0,4.0,0.0,7597
28496,PH NISA,7.0,6.0,0.0,7676
28864,PH NISA,8.0,8.0,0.0,14399
28839,PH NISA,9.0,7.0,0.0,12847
28837,PH NISA,5.0,4.0,0.0,19030
28834,PH NISA,4.0,4.0,0.0,17466
28494,PH NISA,12.0,11.0,0.0,23658
